id,name,kana,url,description,phone,address,hours,closed,fee,access,parking,website
"20049","月讀神社 つきよみじんじゃ","","https://www.kagoshima-yokanavi.jp/spot/20049","","","〒891-1419 鹿児島県鹿児島市桜島横山町1722-8","","","","桜島港フェリーターミナルから徒歩2分","","https://kagoshima-barrierfree.com/barrier-furee/%e6%9c%88%e8%ae%80%e7%a5%9e%e7%a4%be/"
"10024","黒神埋没鳥居 くろかみまいぼつとりい","","https://www.kagoshima-yokanavi.jp/spot/10024","","","〒891-1401 鹿児島県鹿児島市黒神町（黒神中学校横）","","","","桜島フェリーターミナル桜島港から車で約30分","あり","https://kagoshima-barrierfree.com/barrier-furee/%e9%bb%92%e7%a5%9e%e5%9f%8b%e6%b2%a1%e9%b3%a5%e5%b1%85/"
"10028","鹿児島中央駅 かごしまちゅうおうえき","","https://www.kagoshima-yokanavi.jp/spot/10028","","0570-041-717","〒890-0053 鹿児島県鹿児島市中央町1-1","","","","","あり","https://www.jrkyushu.co.jp/railway/station/1191491_1601.html"
"10014","西郷隆盛終焉の地 さいごうたかもりしゅうえんのち","","https://www.kagoshima-yokanavi.jp/spot/10014","","","〒892-0853 鹿児島県鹿児島市城山町","","","","カゴシマシティビュー「薩摩義士碑前」下車徒歩約5分","","https://ltd-css.jp/"
"10195","国民宿舎レインボー桜島・マグマ温泉 こくみんしゅくしゃれいんぼーさくらじま・まぐまおんせん","","https://www.kagoshima-yokanavi.jp/spot/10195","","099-293-2323","〒891-1419 鹿児島県鹿児島市桜島横山町1722-16","国民宿舎レインボー桜島：24時間営業 桜島マグマ温泉：11:00～21:00（20:00受付終了） ※毎週水曜日は清掃日のため、マグマ温泉の営業時間は13:00～21:00となります。 ※ご宿泊のお客様はチェックイン後23:00まで、翌朝6:30～9:00もご利用いただけます。水曜日の午前中は清掃のため、マグマ温泉はご利用いただけませんのでご了承ください。","","マグマ温泉：大人 460円","・桜島港桜島フェリーターミナルから徒歩約5分 ・サクラジマアイランドビュー「レインボー桜島」下車","あり","https://kagoshima-barrierfree.com/barrier-furee/%e5%9b%bd%e6%b0%91%e5%ae%bf%e8%88%8e%e3%83%ac%e3%82%a4%e3%83%b3%e3%83%9c%e3%83%bc%e6%a1%9c%e5%b3%b6/"
"10011","かごっまふるさと屋台村【バスチカエリア】 かごっまふるさとやたいむら","","https://www.kagoshima-yokanavi.jp/spot/10011","","099-204-0260","〒890-0053 鹿児島県鹿児島市中央町11 鹿児島中央ターミナルビル 地下１階","昼の部 11:30～14:00 夜の部 17:00～23:30","毎月第1月曜日","","鹿児島中央駅から徒歩約5分","","https://www.kagoshima-yataimura.info/yagio15/"
"10364","山形屋 やまかたや","","https://www.kagoshima-yokanavi.jp/spot/10364","","099-227-6111","〒892-8601 鹿児島県鹿児島市金生町3-1","10:00～19:00","1月1日 ※その他の店休日につきましては、山形屋ホームページ等でご案内いたします。","","市電「朝日通」から徒歩約1分","あり （駐車場については関連リンク★山形屋駐車場に関するお知らせをご確認ください）","https://www.yamakataya.co.jp"
"10010","維新ふるさと館 いしんふるさとかん","","https://www.kagoshima-yokanavi.jp/spot/10010","維新ふるさと館が立地している加治屋町は、西郷隆盛、大久保利通が生まれ育った場所です。訪れた際は、周辺を散策し、歴史の流れを感じてみてはいかかでしょうか。","099-239-7700","〒892-0846 鹿児島県鹿児島市加治屋町23-1","9:00～17:00（入館は16:30まで）","無休 【臨時休館】 以下の期間、館内工事のため休館します。 2026年1月14日(水)～ 2月9日(月)、2月11日(水)～ 2月15日(日)、2月18日(水) ※工事の都合により休館期間が変わることがあります。 （※2026年1月5日(月)更新情報）","【市民料金】 大人（高校生以上）：450円 小人（小・中学生）：220円 (注)市民料金で利用するためには運転免許証やマイナンバーカード、生徒手帳などの掲示で、鹿児島市民であることの証明が必要です。 【市外料金】 大人（高校生以上）：600円 小人（小・中学生）：300円","・鹿児島中央駅から徒歩約8分 ・カゴシマシティビュー「維新ふるさと館（観光交流センター）」下車徒歩約2分","普通車あり バスあり","https://kagoshima-barrierfree.com/barrier-furee/%e7%b6%ad%e6%96%b0%e3%81%b5%e3%82%8b%e3%81%95%e3%81%a8%e9%a4%a8-2/"
"10008","慈眼寺公園 じげんじこうえん","","https://www.kagoshima-yokanavi.jp/spot/10008","","099-216-1366","〒891-0144 鹿児島県鹿児島市下福元町3810","","","","鹿児島中央駅からJRで約20分、慈眼寺駅下車徒歩約10分","あり","https://kagoshima-barrierfree.com/barrier-furee/%e6%85%88%e7%9c%bc%e5%af%ba%e5%85%ac%e5%9c%92/"
"10031","名山堀（路地裏のレストラン） めいざんぼり（うらろじのれすとらん）","","https://www.kagoshima-yokanavi.jp/spot/10031","","","〒892-0821 鹿児島県鹿児島市名山町","","","","市電「朝日通」「市役所前」から徒歩約5分","","https://www.kagoshima-kankou.com/feature/retrip-meizanbori"
"10187","鹿児島中央駅総合観光案内所 かごしまちゅうおうえきそうごうかんこうあんないじょ","","https://www.kagoshima-yokanavi.jp/spot/10187","","","〒890-0053 鹿児島県鹿児島市中央町1-1 JR鹿児島中央駅構内","8:00～19:00","無休","","鹿児島中央駅内","","https://kagoshima-barrierfree.com/barrier-furee/%e9%b9%bf%e5%85%90%e5%b3%b6%e4%b8%ad%e5%a4%ae%e9%a7%85%e7%b7%8f%e5%90%88%e8%a6%b3%e5%85%89%e6%a1%88%e5%86%85%e6%89%80/"
"10019","西郷南洲顕彰館（南洲墓地・南洲神社） さいごうなんしゅうけんしょうかん（なんしゅうぼち・なんしゅうじんじゃ）","","https://www.kagoshima-yokanavi.jp/spot/10019","西郷南洲顕彰館の近くには、西郷隆盛を祭っている南洲神社や、西南戦争で散った薩軍兵士が眠る南洲墓地があり見どころが満載。歴史を感じたあとはカフェで一休みしてはいかがでしょうか。","099-247-1100","〒892-0851 鹿児島県鹿児島市上竜尾町2-1（南洲公園内）","9:00～17:00","月曜日(祝日の場合は翌平日)、12月29日～1月1日","【市民料金】 一般：300円 小・中学生：150円 (注)市民料金で利用するためには運転免許証やマイナンバーカード、生徒手帳などの掲示で、鹿児島市民であることの証明が必要です。 【市外料金】 一般：400円 小・中学生：200円","・カゴシマシティビュー「西郷南洲顕彰館（南洲公園）前」下車すぐ ・鹿児島中央駅から車で約15分","普通車あり バスあり","http://saigou.jp/"
"10004","錦江湾公園 きんこうわんこうえん","","https://www.kagoshima-yokanavi.jp/spot/10004","錦江湾公園の隣には、遊園地も併設されている平川動物公園があります。錦江湾公園を訪れた際は、平川動物公園にも足を運んで一日中遊びつくそう！","099-216-1366","〒891-0133 鹿児島県鹿児島市平川町1818","なし 備考／一部の遊具については使用できない物があります","無休（キャンプ場：7月20日～8月31日開設）","","鹿児島中央駅から高見馬場バス停まで徒歩約15分、鹿児島交通バス平川公園行き「錦江湾公園入口」下車徒歩約5分","あり","https://kagoshima-barrierfree.com/barrier-furee/%e9%8c%a6%e6%b1%9f%e6%b9%be%e5%85%ac%e5%9c%92/"
"10013","西郷洞窟 さいごうどうくつ","","https://www.kagoshima-yokanavi.jp/spot/10013","","","〒892-0853 鹿児島県鹿児島市城山町","","","","カゴシマシティビュー「西郷洞窟前」下車","あり 西郷洞窟のある場所から、道を挟んで向かい側に、鹿児島市指定の駐車場が５台分あります。駐車場の区画線と、白い看板で西郷洞窟用の駐車場であることが記載された案内板もあるので目印になさって下さい。 ※洞窟側の路肩スペースはバスが停留するスペースなため、一般の方は向かいの駐車場をご利用下さい","https://kagoshima-barrierfree.com/barrier-furee/%e8%a5%bf%e9%83%b7%e6%b4%9e%e7%aa%9f/"
"10015","奄美の里 あまみのさと","","https://www.kagoshima-yokanavi.jp/spot/10015","","099-268-0331","〒891-0122 鹿児島県鹿児島市南栄1-8-1","9:00～17:00（最終受付16:30） ※レストランの営業時間等、詳細は公式サイトをご確認ください","無休","大人500円 高校生400円 小中学生300円 園児・幼児無料 ※団体15名以上は各100円引き ※障害者手帳を提示いただいたご本人様は通常料金の半額","・鹿児島中央駅からJRで約20分「谷山駅」下車、徒歩約15分（車で約5分） ・鹿児島中央駅から市電で約30分「谷山駅」下車、徒歩約20分（車で約5分）","普通車あり","https://kagoshima-barrierfree.com/barrier-furee/%e5%a5%84%e7%be%8e%e3%81%ae%e9%87%8c/"
"10411","【土日祝日運行】オープンバス かごんまそらバス 「鹿児島市内＆桜島一周コース」 おーぷんばす かごんまそらばす 「かごしましない あんど さくらじまいっしゅうこーす」","","https://www.kagoshima-yokanavi.jp/spot/10411","","099-208-3003","","","","","鹿児島中央駅西口","","http://kagosora.miyabi-bus.jp/"
"10096","古里温泉郷 ふるさとおんせんきょう","","https://www.kagoshima-yokanavi.jp/spot/10096","","","〒891-1544 鹿児島県鹿児島市古里町1078-64","","","","・桜島港桜島フェリーターミナルから車で約15分 ・桜島港桜島フェリーターミナルから自転車で約60分","","https://ltd-css.jp/"
"10362","アミュプラザ鹿児島 あみゅぷらざかごしま","","https://www.kagoshima-yokanavi.jp/spot/10362","","099-812-7700","〒890-0053 鹿児島県鹿児島市中央町1-1","（本館B1F～4F・プレミアム館）10:00～20:00 （本館5～6F飲食店）11:00～22:00 ※一部店舗は異なります。最新情報は公式HPをご確認ください","不定休","","鹿児島中央駅直結","あり","https://www.youtube.com/watch?v=7bNwu6yS4Hs"
"10048","赤水展望広場・桜島オールナイトコンサート記念モニュメント「叫びの肖像」 あかみずてんぼうひろば・さくらじまおーるないとこんさーときねんもにゅめんと「さけびのしょうぞう」","","https://www.kagoshima-yokanavi.jp/spot/10048","","","〒891-1420 鹿児島県鹿児島市桜島赤水町3629-3","","","","・サクラジマアイランドビュー「赤水展望広場」」下車 ・桜島港桜島フェリーターミナルから徒歩約30分","","https://kagoshima-barrierfree.com/barrier-furee/%e8%b5%a4%e6%b0%b4%e5%b1%95%e6%9c%9b%e5%ba%83%e5%a0%b4%e5%8f%ab%e3%81%b3%e3%81%ae%e8%82%96%e5%83%8f/"
"10003","旧鹿児島紡績所技師館（異人館） きゅうかごしまぼうせきじょぎしかん（いじんかん）","","https://www.kagoshima-yokanavi.jp/spot/10003","","099-247-3401","〒892-0871 鹿児島県鹿児島市吉野町9685-15","9:00～17:00","無休","【市民料金】 （一般）個人：300円 （小中学生）個人：150円 (注)市民料金で利用するためには運転免許証やマイナンバーカード、生徒手帳などの掲示で、鹿児島市民であることの証明が必要です。 【市外料金】 （一般）個人：400円 （小中学生）個人：200円","・JR仙巌園駅から徒歩3分 ・鹿児島中央駅からカゴシマシティビューで約50分「仙巌園前」下車徒歩約2分 ・JR鹿児島中央駅から車で約30分 ・JR鹿児島駅から車で約15分","普通車あり バスなし","https://kagoshima-barrierfree.com/barrier-furee/%e7%95%b0%e4%ba%ba%e9%a4%a8/"
"10009","ウォーターフロントパーク うぉーたーふろんとぱーく","","https://www.kagoshima-yokanavi.jp/spot/10009","","099-805-7413","〒892-0814 鹿児島県鹿児島市本港新町5-4","","","","市電「いづろ通」から徒歩約8分","","https://ltd-css.jp/"
"20161","センテラス天文館 せんてらすてんもんかん","","https://www.kagoshima-yokanavi.jp/spot/20161","繁華街、天文館の中心にあるグルメやショップが入る複合施設。 地元の魅力的なお店や鹿児島初出店のテナントでショッピングが楽しめます。 1階には観光案内所も併設されており、鹿児島観光の拠点となる施設です。","099-221-1001","〒892-0843 鹿児島県鹿児島市千日町1番1号","【ショップ 】10:00-20:00 【レストラン 】11:00-23:00 （一部店舗により異なります）","不定休","","市電「天文館通」から徒歩約1分","あり","https://centerrace.com/"
"20162","鹿児島市観光案内所（天文館） かごしましかんこうあんないじょ（てんもんかん）","","https://www.kagoshima-yokanavi.jp/spot/20162","鹿児島の観光パンフレットを設置・配布しており、多言語で観光案内を行っています。 また、旅の移動に欠かせないお得な交通チケット「CUTE（キュート）」や、その他、各種チケットを販売しています。 ※鹿児島市公式観光アプリ「わくわく」の店舗番号は「3127」です。お得なアプリの詳細はこちら。","","〒892-0843 鹿児島県鹿児島市千日町1-1","9:00～19:00","年中無休","","市電「天文館通」から徒歩約1分","","https://kagoshima-barrierfree.com/barrier-furee/%e9%b9%bf%e5%85%90%e5%b3%b6%e5%b8%82%e8%a6%b3%e5%85%89%e6%a1%88%e5%86%85%e6%89%80%ef%bc%88%e5%a4%a9%e6%96%87%e9%a4%a8%ef%bc%89%e2%80%bb%e4%be%9b%e7%94%a8%e9%96%8b%e5%a7%8b%e3%81%af%ef%bc%93%e6%9c%88/"
"10050","桜島観光案内所（桜島コンシェルジュセンター） さくらじまかんこうあんないじょ（さくらじまこんしぇるじゅせんたー）","","https://www.kagoshima-yokanavi.jp/spot/10050","","099-293-4333","〒891-1419 鹿児島県鹿児島市桜島横山町61-4","8:30～17:15","無休","","・桜島港桜島フェリーターミナル3F ・市街地から市電「水族館口」下車徒歩約5分で鹿児島港桜島フェリーターミナルへ、鹿児島港から桜島フェリーで約15分 ・市街地から市営バス16番で「水族館前」下車、徒歩約1分で鹿児島港桜島フェリーターミナルへ、鹿児島港から桜島フェリーで約15分","","https://kagoshima-barrierfree.com/barrier-furee/%e6%a1%9c%e5%b3%b6%e8%a6%b3%e5%85%89%e6%a1%88%e5%86%85%e6%89%80%ef%bc%88%e6%a1%9c%e5%b3%b6%e3%82%b3%e3%83%b3%e3%82%b7%e3%82%a7%e3%83%ab%e3%82%b8%e3%83%a5%ef%bc%89/"
"10189","鹿児島まち歩き観光ステーション かごしままちあるきかんこうすてーしょん","","https://www.kagoshima-yokanavi.jp/spot/10189","お土産や旅の思い出に最適な火山灰入りのキーホルダー、火山の妖精をイメージした『マグニョン』など、鹿児島限定や鹿児島ならではのグッズが揃っています。","099-208-4701","〒892-0853 鹿児島県鹿児島市城山町2-30 二之丸ビル1F","9:00～17:30","12月29日～1月3日","入場無料","・市電「朝日通」から徒歩約8分 ・カゴシマシティビュー「西郷銅像前」下車徒歩約1分 ・中央公園の地下駐車場「セラ602」徒歩約１分","隣接する中央公園の地下駐車場（セラ602：鹿児島市山下町4-1）：駐車券提示の方にサービス券をお渡し （ぶらりまち歩き参加者（2時間無料）、当該ステーション利用者（30分無料））","https://kagoshima-barrierfree.com/barrier-furee/%e9%b9%bf%e5%85%90%e5%b3%b6%e3%81%be%e3%81%a1%e6%ad%a9%e3%81%8d%e8%a6%b3%e5%85%89%e3%82%b9%e3%83%86%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3/"
"20174","【指宿市】指宿市営 唐船峡そうめん流し いぶすきしえい とうせんきょうそうめんながし","","https://www.kagoshima-yokanavi.jp/spot/20174","年間、約20万人もの方々が訪れる唐船峡。 真夏でも涼しさを感じることができ、環境省の「平成の名水百選」に認定された冷たい湧水でそうめん流しが楽しめます。 そうめん、おにぎり、マスの塩焼き、鯉こく、鯉のあらいなどが味わえます。","0993-32-2143","〒891-0603 鹿児島県指宿市開聞十町5967","天候及び時季により変動いたしますので詳細は公式サイトをご覧ください。","年中無休","","JR指宿駅から車で25分","あり","https://www.ibusuki.or.jp/eat/somen/ibusukicity/"
"20080","鹿児島中央駅東口駅前広場観光案内所 かごしまちゅうおうえきひがしぐちえきまえひろばかんこうあんないじょ","","https://www.kagoshima-yokanavi.jp/spot/20080","","","鹿児島県鹿児島市中央町37-1","8:00～18:00","年中無休","手荷物一時預かり（１個あたり1日700円）","","なし","https://kagoshima-barrierfree.com/barrier-furee/%e9%b9%bf%e5%85%90%e5%b3%b6%e4%b8%ad%e5%a4%ae%e6%9d%b1%e5%8f%a3%e9%a7%85%e5%89%8d%e5%ba%83%e5%a0%b4%e8%a6%b3%e5%85%89%e6%a1%88%e5%86%85%e6%89%80/"
"10070","鹿児島県歴史・美術センター 黎明館 かごしまけんれきしびじゅつせんたー れいめいかん","","https://www.kagoshima-yokanavi.jp/spot/10070","","099-222-5100","〒892-0853 鹿児島県鹿児島市城山町7-2","9:00～18:00（入館は17:30まで）","月曜日（祝日の時は翌平日）、毎月25日（土・日・祝日の時は開館）、12月31日～1月2日","一般430円 高校・大学生270円 小・中学生160円 年間パスポート：一般860円 高校・大学生540円 小・中学生320円","・カゴシマシティビュー「薩摩義士碑前」下車 ・市電「市役所前」から徒歩約7分 ・鹿児島駅から徒歩15分","あり","https://kagoshima-barrierfree.com/barrier-furee/%e9%b9%bf%e5%85%90%e5%b3%b6%e7%9c%8c%e6%ad%b4%e5%8f%b2%e3%83%bb%e7%be%8e%e8%a1%93%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e9%bb%8e%e6%98%8e%e9%a4%a8/"
"10188","観光交流センター かんこうこうりゅうせんたー","","https://www.kagoshima-yokanavi.jp/spot/10188","","099-298-5111","〒890-0052 鹿児島県鹿児島市上之園町1-1","9:00～18:00","無休","","・鹿児島中央駅から徒歩約5分 ・カゴシマシティビュー「維新ふるさと館（観光交流センター）」下車","普通車あり バスあり","https://kagoshima-city.form.kintoneapp.com/public/p-kashikan-step1"
"10017","甲突川河畔 こうつきがわかはん","","https://www.kagoshima-yokanavi.jp/spot/10017","","","〒892-0846 鹿児島県鹿児島市加治屋町ほか","","","","・カゴシマシティビュー「維新ふるさと館（観光交流センター）」下車徒歩約3分 ・鹿児島中央駅から徒歩約8分","","https://ltd-css.jp/"
"10026","照國神社 てるくにじんじゃ","","https://www.kagoshima-yokanavi.jp/spot/10026","","099-222-1820","〒892-0841 鹿児島県鹿児島市照国町19-35","受付時間：9:00～16:30","無休","","・市電「天文館」から徒歩約5分 ・カゴシマシティビュー「西郷銅像前」下車徒歩約3分","普通車あり","https://www.kagojinjacho.or.jp/shrine-search/area-kagoshima/%e9%b9%bf%e5%85%90%e5%b3%b6%e5%b8%82/940/"
"10313","よかど鹿児島 よかどかごしま","","https://www.kagoshima-yokanavi.jp/spot/10313","地元で人気の飲食店やショップが立ち並ぶ、完全キャッシュレスの商業施設。別館ビルは鹿児島が全国に誇る牛や豚や鰻などが味わえる飲食店エリア、本店ビルは鹿児島の特産品を集めた物販エリアや子供たちが遊びながらゆったりくつろげるカフェエリアなどが立ち並びます","099-239-5566","〒892-0828 鹿児島県鹿児島市金生町6番6号","【本店ビル】 10:00～19:00 (一部店舗は7:00〜20:00で営業) 【本店別館ビル】 1F : 11:00～21:00(ただし、14:00〜17:00は一部店舗休業) 2F : 11:00～20:00 詳細はよかど鹿児島ＨＰをご覧ください","1月1日および毎月第2火曜日","","市電「いづろ通」から徒歩約1分","あり","https://yocado-kagoshima.jp/"
"10108","桐野利秋 きりの としあき","","https://www.kagoshima-yokanavi.jp/spot/10108","","","","","","","","","https://ltd-css.jp/"
